L_H_d_t_i[0],L_H_d_t_i[1],L_H_d_t_i[2],L_H_d_t_i[3],L_H_d_t_i[4],L_H_d_t_i[5],L_H_d_t_i[6],L_H_d_t_i[7],L_H_d_t_i[8],L_H_d_t_i[9],L_H_d_t_i[10],L_H_d_t_i[11],L_CS_d_t_i[0],L_CS_d_t_i[1],L_CS_d_t_i[2],L_CS_d_t_i[3],L_CS_d_t_i[4],L_CS_d_t_i[5],L_CS_d_t_i[6],L_CS_d_t_i[7],L_CS_d_t_i[8],L_CS_d_t_i[9],L_CS_d_t_i[10],L_CS_d_t_i[11],L_CL_d_t_i[0],L_CL_d_t_i[1],L_CL_d_t_i[2],L_CL_d_t_i[3],L_CL_d_t_i[4],L_CL_d_t_i[5],L_CL_d_t_i[6],L_CL_d_t_i[7],L_CL_d_t_i[8],L_CL_d_t_i[9],L_CL_d_t_i[10],L_CL_d_t_i[11]
0.491566294,2.160742499,1.255309682,0.486164537,0.727748902,0.769353484,0,0,0,2.999707164,0.71192087,0.465255269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.606625175,1.291983619,0.954165209,0,0.23198924,0.522889015,0,0,0.369754783,2.164240696,0.286289932,0.187902947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.839807994,0.763639216,0.57588528,0,0.12846601,0.234678714,0,0,0.320398164,1.217149241,0.144445193,0.055427104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.607487096,0.436314083,0.153326227,0.258269153,0.07402017,0,0,0.0416097,0.647124766,0.058783486,0.025073394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.440010533,0.546735203,0.35529134,0.157279216,0.250103057,0.040715374,0,0,0.138312502,0.474214305,0.043507948,0.017854315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.679729494,0.543503418,0.337662483,0.242929389,0.320024916,0.046922044,0,0,0.110608782,0.394525917,0.048025274,0.012888749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.74764467,0.460372586,0.36681951,0.443215176,0.095140106,0,0,0,0.578739962,0.057402251,0.020846918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.663797162,0.458768723,0.335455559,0.420203507,0.108766477,0,0,0,0.579940084,0.049419064,0.020002106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.289690146,0.525315381,0.473982614,0.293188394,0.115875871,0.067001127,0,0,0,0.290777926,0.020147948,0.042052231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.608163857,0.696083618,0.547803323,0.435864425,0.40572338,0.079448421,0,0,0.050463385,0.311776782,0.124634462,0.056509735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.216085414,0.933445307,0,0.929641487,0.094640678,0,0,0.078528551,0.525745938,0.247430661,0.099810003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.379866664,0.906892868,0.698433329,0.430796787,0.298323526,0,0,0,0.605270858,0.388071921,0.188500453,0.074421647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.907811235,1.134962593,0.862905587,0,0.15789822,0,0,0,0.291480505,0.481107973,0.230209328,0.093774989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.94822936,0.96391572,0.516681495,0.04894326,0.382549429,0.009761549,0,0,1.577020736,0.401206212,0.201466366,0.080074548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.090334167,1.215267262,0.381348523,0.43394869,0.618164144,0.11584688,0,0,0.337896439,0.492614948,0.263279626,0.100608468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.264602743,1.27859919,0.375651321,0.475924484,0.662925049,0.133536343,0,0.033466266,0.395929048,0.509372975,0.284248675,0.106386371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.219911947,1.227944645,0.378277326,0.482586612,0.657383904,0.131011183,0,0.054417993,0.391904598,0.489470069,0.273006825,0.101169902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.464859525,1.349548522,0.436680984,0.548902108,0.73851966,0.145321243,0,0.069777323,0.436198123,0.538499765,0.301629599,0.111062046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.643432338,1.441366817,0.48226437,0.596772513,0.798537624,0.156550912,0,0.079486805,0.469970467,0.575030933,0.325446217,0.119263424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.94526579,1.60810759,0.540784274,0.663992623,0.890508185,0.17714873,0,0.091864199,0.530817211,0.638919637,0.368821086,0.134620045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.751247424,1.375483793,0.719895507,0.587414452,0.776417214,0.149657727,0,0.034991105,0.44155443,0.553264764,0.316248671,0.1154176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.573886159,1.761458602,1.284903853,1.089475785,1.328585969,0.184983045,0,0,0.281023613,0.725764802,0.416833466,0.149146217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.276171863,2.253008413,1.838032132,1.176953188,1.265221893,0.331376067,0,0,0.364110249,1.286845579,0.672264219,0.248879864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.790189348,0,0.137246408,0.321419327,1.042884797,0,0,0,3.786954749,1.179372961,0.68555116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.880109617,1.220240733,0,0,1.237367469,0,0,0,4.277053575,0.562227157,0.575717887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.112018523,0.876721883,0,0,0.727261099,0,0,0.552862269,2.767047921,0.354821731,0.148571765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.768302177,0.719612382,0,0,0.373547181,0,0,0.524592103,2.136635925,0.15557764,0.105283116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.284764989,0,0,0,2.032576597,0,0.110606387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.291913024,0,0,0.146887762,1.620023091,0,0.104468768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.306912903,0,0,0.165379321,1.673519329,0,0.122284951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.2971581,0,0,0,1.889183698,0,0.167645134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.693989744,0.342163434,0.328021856,0.554355214,0.047883258,0,0,0,0.5563422,0.04702538,0.056185045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.226253759,0.742468652,0.522830397,0.451516978,0,0.031639792,0,0,0,0.427090266,0.073309877,0.045039555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.709607433,0.702013204,0.50764419,0.428235281,0.329278731,0.026746395,0,0,0,0.358413178,0.087486408,0.040876029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.988795084,0.688995326,0,0.627046096,0,0,0,0,0.464329324,0.12727659,0.038023151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.020576503,0.711805081,0.334162279,0,0,0,0,0.722429653,0.756731166,0.097943328,0.039497577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.249307451,1.457648872,1.323741102,0,0,0,0,0,0.044139153,1.087782696,0.069988269,0.044440211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.972572308,1.005116616,0.540724696,0,0.372840342,0,0,0,1.736305902,0.464467807,0.032720966,0.073474747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.928811502,1.098748939,0.343020709,0.378642184,0.571810467,0.103934745,0,0,0.246405849,0.467138451,0.202215544,0.088421233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.979181027,1.090415649,0.357718499,0.436589375,0.59951267,0.111351624,0,0.017056595,0.29936931,0.450912204,0.226548689,0.088760186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.349902256,1.277472732,0.442052726,0.539508481,0.721066824,0.134236908,0,0.053760918,0.377081335,0.522272332,0.277898213,0.104660747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.432721404,1.324915213,0.456474755,0.555992595,0.744025835,0.143841774,0,0.068578756,0.410556207,0.533986613,0.299606229,0.110758086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.426478913,1.311334504,0.476725194,0.569309368,0.751412806,0.141499564,0,0.072554634,0.409790632,0.530462736,0.296741865,0.108891407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.420341928,1.309456465,0.480080803,0.568515547,0.750584389,0.142893483,0,0.075217554,0.416185213,0.527383783,0.300842013,0.109786842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.008211043,1.130183378,0.583172346,0.465366951,0.625620538,0.127663995,0,0.029728944,0.359029417,0.450393129,0.27054434,0.098287332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.145052683,1.556251287,1.113858547,0.917397175,1.142264074,0.171767317,0,0,0.2277483,0.625843009,0.390337527,0.138859065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.517604462,2.016956643,1.570032459,1.06368892,1.218471131,0.272932568,0,0,0.284340493,1.041745018,0.56545888,0.204398469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.38044763,0,0,0.180104908,0.857667443,0,0,0,3.129931903,0.932164651,0.559952669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.537026675,0.891926681,0.116414897,0.264765808,0.588342952,0,0,0,2.349315474,0.278013636,0.263440633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.649356263,1.470030462,0.959955803,0.181089198,0.378180079,0.373180937,0,0,0.376750731,1.880378252,0.227747663,0.075209448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.808151268,1.180993328,0.794776974,0.439967604,0.579994625,0.158696087,0,0,0.246512811,1.119193496,0.113070212,0.032583766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.641834781,1.318739792,0,0.281002625,0.227114013,0,0,0.058192545,2.656733726,0.148732976,0.069063963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.688278895,1.557780394,0.989936268,0,0.305913842,0.168686016,0,0,0.481786481,2.044843007,0.092905542,0.073229463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.59060054,1.294143741,0.828435398,0.491531,0.715515315,0.074709366,0,0,0.305040635,0.989435287,0.083691795,0.036492233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.776504377,1.107719319,0.821553435,1.123031418,0.166427574,0,0,0,1.200568374,0.157285099,0.046799911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.651721816,1.088141621,0.962570655,1.098631563,0.200322369,0,0,0,1.305354892,0.117323902,0.046683089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.469631853,0.748415241,0.739810299,0.427435871,0.053649725,0.147630866,0,0,0,0.724130804,0.049365284,0.058067861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.626262225,0.864628441,0.722237576,0.575899569,0.568086225,0.10134992,0,0,0,0.434258324,0.079239527,0.071919273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.000507322,1.62173728,1.281831287,0.109430791,1.293457631,0.131892798,0,0,0.104387777,0.735633589,0.318693425,0.13568766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.678013162,1.239923449,0.970507826,0.61846818,0.466209871,0,0,0,0.868651548,0.541302196,0.264831628,0.105582875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.572064621,1.720779237,1.32616982,0,0.352663912,0,0,0,0.502612919,0.740525113,0.358398191,0.144983158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.402771541,1.26952218,0.723537179,0.162226664,0.569887332,0.046651167,0,0,2.139054994,0.537898254,0.268845357,0.105837121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.482429255,1.411621388,0.519258586,0.562485353,0.7704518,0.135994424,0,0,0.38720263,0.58199406,0.310265815,0.117613217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.468893948,1.359589805,0.493872375,0.575928125,0.766652773,0.139407108,0,0.04646447,0.407166128,0.555189917,0.302482338,0.112528907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.496150675,1.35317776,0.507021843,0.595296047,0.781238291,0.141894151,0,0.065463973,0.418395863,0.551473291,0.303210887,0.111624737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.645811073,1.427775999,0.5440266,0.63522113,0.831054412,0.152509543,0,0.077757958,0.450687797,0.579705459,0.324682081,0.118700864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.628099325,1.407970991,0.560700594,0.644772567,0.835375432,0.150033291,0,0.080233321,0.444938721,0.573739021,0.320328858,0.116715902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.673138225,1.434569018,0.574399929,0.655411596,0.851032126,0.15521479,0,0.084392486,0.459460458,0.58190046,0.332153135,0.120514424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.725677899,1.333856438,0.743948504,0.61481604,0.794718658,0.144552527,0,0.041373949,0.434711156,0.54415497,0.312890947,0.11336269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.69755825,1.674055757,1.239140061,1.05512983,1.278722913,0.177446245,0,0,0.294420661,0.696750806,0.402333842,0.143308966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.835981641,1.817057581,1.478224999,1.024660626,1.120755656,0.247731057,0,0,0.32305668,0.988206155,0.519284444,0.189826453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.827825209,0,0.522209025,0.684761418,0.616148808,0,0,0.122714144,2.454349263,1.019389586,0.4317422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.903528354,1.23515022,0.330958064,0.484485072,0.816336697,0,0,0,3.079611054,0.586228457,0.491023272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.316905145,1.58019615,1.350212799,0,0.050450446,0.891258497,0,0,0.561628101,3.422756527,0.45785047,0.331651158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.370424796,1.440150386,1.132847326,0.14243461,0.410017469,0.441903027,0,0,0.523185488,2.154725177,0.253723927,0.093563136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.248085568,1.78721971,0.155118793,0.63642848,0.407694531,0,0,0.169662749,3.139287914,0.275902055,0.135204483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.299199691,0.018174463,0,0,0.69113079,0,0,0.979235588,3.992430182,0.296950114,0.279509849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.493558878,1.302054865,0.816151736,0.373167918,0.662826288,0.11774872,0,0,0.368552233,1.129905052,0.098760101,0.073162974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.986356316,1.328164626,0.965132804,1.315368531,0.177347598,0,0,0,1.16883804,0.195591843,0.083176502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.920118814,1.291606452,1.058133541,1.330512801,0.179151152,0,0,0,1.136479998,0.227648002,0.063211522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.539226839,1.247796589,0.841135253,0.713247694,0.010767399,0.210868727,0,0,0,1.047006668,0.104334076,0.04159736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.380736025,0.935445775,1.084658286,0.566083599,0.485864289,0.199251089,0,0,0,0.876022244,0.074795943,0.068412806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.473597741,1.995977855,0,1.97492822,0.201243998,0,0,0,1.199252195,0.15583507,0.197370809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.57521311,1.997209211,1.569909858,0.916424783,0.587487035,0,0,0,1.260014378,0.894883949,0.376157203,0.166650893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.966825911,2.784769415,2.131018617,0,0.238857362,0,0,0,0.598492401,1.207746213,0.541361564,0.232241249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.675420251,1.845058629,0.957116813,0,0.67334124,0,0,0,3.035951085,0.779005281,0.373557088,0.152707321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.261540223,1.918263714,0.527814853,0.629167413,0.925700656,0.179928874,0,0,0.514548582,0.784259418,0.403480424,0.156860247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.340016723,1.907079406,0.469919012,0.647797463,0.931104381,0.19751289,0,0.033604245,0.580818907,0.763051784,0.411618579,0.156070746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.209943489,1.807046384,0.435559246,0.625196842,0.889551101,0.194169567,0,0.0698593,0.578303908,0.717080176,0.392944841,0.147195775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.240939182,1.790729063,0.480464793,0.665607399,0.919156678,0.190347192,0,0.08380302,0.57401367,0.717440049,0.383154867,0.142819192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.498020267,1.922228747,0.53913062,0.731899103,1.002177853,0.205423829,0,0.097377583,0.621835668,0.770055848,0.414108784,0.153633254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.507828515,1.929717715,0.543438651,0.732483542,1.005328843,0.209005885,0,0.101789738,0.63255319,0.770059668,0.421923753,0.155895695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.38943694,1.631420266,0.788722124,0.630967561,0.857597075,0.175871465,0,0.027408683,0.506154094,0.657154005,0.360178003,0.133013677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.46903752,2.178898611,1.551494234,1.294546129,1.597196948,0.220133024,0,0,0.271979613,0.895867919,0.503451134,0.181434684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.889000572,2.1354963,1.58098498,1.297761817,1.594358629,0.226386921,0,0,0.281381103,0.891891264,0.501172436,0.177227693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.306150735,2.921097216,0,1.344406224,1.790517773,0.310921343,0,0,0.212913181,1.222518668,0.658980937,0.238854595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.84074516,1.994767005,1.321909184,1.135084533,1.430197013,0.210699854,0,0,0.339935518,0.842871207,0.44996276,0.157215941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.449043433,1.4941378,1.046828122,0.844560351,1.057996062,0.155627682,0,0.035147863,0.454899979,0.632507031,0.328816133,0.111780438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.039430514,1.032425929,0.734213176,0.554508919,0.704312569,0.107499072,0,0.021621054,0.341577776,0.459274693,0.219546404,0.072714273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.422316358,0.998988626,0.711154402,0.505902268,0.654461881,0.099635074,0,0,0.242209036,0.469255562,0.196487464,0.063972855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.795374808,0.551365943,0.388298998,0.279041176,0.361000548,0.053326748,0,0,0.177806558,0.256140136,0.10325815,0.033870193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.566700268,0.374170419,0.260457574,0.190401075,0.247451514,0.037170729,0,0.002271088,0.127115588,0.166729755,0.071991884,0.024057758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.280522831,0.445096885,0.314978658,0.240247617,0.308929874,0.045169098,0,0,0.080416509,0.19171495,0.088874127,0.030809569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.134391186,0.510428946,0.368870527,0.294054953,0.373338858,0.052611602,0,0.003469907,0.085721616,0.21261065,0.108250087,0.038526244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.690507694,0.719878475,0.533313296,0.42545953,0.210586048,0.07754347,0,0,0.119357964,0.295082741,0.154328411,0.056973546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.673202099,0.800047168,0.596315972,0.474864391,0.43663627,0.089285698,0,0,0.13016521,0.327045638,0.178588504,0.06522567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.729134413,1.264694749,0,1.22800888,0.136846383,0,0,0.135463968,0.700210187,0.386385641,0.146035263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.013225381,1.471102703,0.700297102,0.244321173,0,0,0,0.960185719,0.809204934,0.442848049,0.172627215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.782785008,2.83698447,2.045284506,0,0,0,0,0,0.26617306,1.149606152,0.557490632,0.23603026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.902951671,1.768171908,0.717680777,0,0.339046551,0,0,0,2.660674889,0.707248405,0.343352357,0.143862118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.809527276,1.77591958,0.187413473,0.356178281,0.65023054,0.15848911,0,0,0.494409704,0.693616751,0.35036349,0.139964173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.152837672,1.885943377,0.172193496,0.444756451,0.739285322,0.191362707,0,0,0.601598814,0.726046314,0.379242045,0.14754231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.407426294,1.985719315,0.204709073,0.511539956,0.814973586,0.211426543,0,0.05213357,0.66436721,0.761712849,0.404076145,0.154973266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.654271844,2.110308108,0.230370001,0.557837078,0.879479644,0.231122855,0,0.082564873,0.724152521,0.806429143,0.436231794,0.165818258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.629729084,2.083131984,0.250734447,0.567723643,0.883770053,0.230598919,0,0.093188212,0.721822158,0.795751984,0.434425679,0.164274868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.579559138,2.049136472,0.262193458,0.567779437,0.878270018,0.228547507,0,0.097155871,0.714698238,0.782016687,0.43124746,0.162475691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.556180755,2.041674382,0.252641527,0.55579277,0.867443802,0.23065486,0,0.099673097,0.720015399,0.775281917,0.435221932,0.163483378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.641245422,2.088385281,0.802232438,0.590614699,0.898359823,0.193747086,0,0,0.201656737,0.809979568,0.43979584,0.16677179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.174980915,2.414742535,1.616289892,0.604439494,1.408277033,0.178444023,0,0,0,1.012291,0.515973379,0.193293731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6.020207297,0,0,0,0.401892155,0,0,0,2.480404934,0.610837668,0.463660524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4.583392165,0,0,0,0.399114718,0,0,0,2.164795411,0.518164369,0.322481829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.396458897,0.192769591,0,0,0.36433283,0,0,0,2.915035163,0,0.076529826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.218663792,0.44621519,0,0,0.090450407,0,0,0,1.388428921,0,0.028928948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.782023434,0.419252431,0.082068738,0.270808267,0.045388794,0,0,0,0.719077148,0,0.013125201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
