月,日,時,外気温[℃],外気絶対湿度 [kg/kgDA],法線面直達日射量 [W/m2],水平面天空日射量 [W/m2],水平面夜間放射量 [W/m2],太陽高度角[度],太陽方位角[度]
1,1,1,4.9,0.002883522,0,0,80.59520093,-74,-48
1,1,2,5.133333333,0.002767491,0,0,83.55219875,-63,-72
1,1,3,5.083333333,0.002540639,0,0,87.35647008,-51,-85
1,1,4,4.916666667,0.002564805,0,0,86.22844795,-38,-87
1,1,5,4.55,0.002290571,0,0,89.78488232,-26,-79
1,1,6,4.183333333,0.002486906,0,0,84.6099563,-14,-72
1,1,7,3.516666667,0.002323841,0,0,84.90632188,-3,-64
1,1,8,3.383333333,0.002253846,2.317456274,19.20417573,85.69574512,8,-55
1,1,9,4.566666667,0.00218865,231.9741466,119.1778811,91.81773856,17,-45
1,1,10,5.716666667,0.002145244,412.1063336,149.6484023,97.45164678,25,-32
1,1,11,5.35,0.002146343,17.82827667,180.3912315,95.89838623,30,-18
1,1,12,4.45,0.00175613,7.120377613,160.2337953,100.2354117,32,-2
1,1,13,2.55,0.001806801,6.968936691,154.8532814,91.37526859,31,14
1,1,14,1.833333333,0.001587403,7.559084268,138.373145,93.35322011,26,29
1,1,15,3.033333333,0.00168257,1.905472123,54.93307656,96.05090864,19,42
1,1,16,3.166666667,0.001651273,1.904414485,30.21328714,97.29336401,10,53
1,1,17,2.766666667,0.001559001,0,0,97.77176789,0,62
1,1,18,2,0.001475924,0,0,96.62489531,-11,70
1,1,19,1.3,0.001403529,0,0,95.56468465,-23,77
1,1,20,0.633333333,0.001613621,0,0,87.97058386,-35,85
1,1,21,1.466666667,0.001629914,0,0,90.91676018,-48,87
1,1,22,0.933333333,0.001447473,0,0,93.04131005,-60,76
1,1,23,0.516666667,0.001365364,0,0,93.390045,-71,56
1,1,24,-0.466666667,0.001307428,0,0,90.96963048,-78,8
1,2,1,-1.666666667,0.001197119,0,0,89.15466323,-74,-48
1,2,2,-2.7,0.001139706,0,0,86.72261922,-63,-72
1,2,3,-2.666666667,0.001173475,0,0,85.94209392,-51,-84
1,2,4,-3.2,0.001187176,0,0,83.54664466,-39,-87
1,2,5,-3.55,0.001214408,0,0,81.50199901,-26,-79
1,2,6,-3.533333333,0.001360997,0,0,77.83006549,-14,-72
1,2,7,-3.8,0.001305579,0,0,78.20988381,-3,-64
1,2,8,-2.483333333,0.001377829,217.5284548,46.95641595,81.40939608,8,-55
1,2,9,-0.85,0.001129741,293.7653503,113.9347229,94.12873465,17,-45
1,2,10,0.216666667,0.001335948,29.85953971,160.5117752,92.93674872,25,-33
1,2,11,1.766666667,0.001323092,57.31506917,211.5254088,99.42215976,30,-18
1,2,12,4.483333333,0.001241494,544.4933295,164.2973552,112.5615575,32,-2
1,2,13,5.716666667,0.001127234,644.6311627,135.4248436,120.7254025,31,14
1,2,14,6.283333333,0.001701412,842.488937,81.34498197,109.0813712,27,29
1,2,15,6.416666667,0.0015391,720.0357492,77.13940847,113.3267814,19,42
1,2,16,6.05,0.002195519,497.1463873,62.29491698,97.86507326,10,53
1,2,17,4.533333333,0.00270568,0,3.666666667,82.14091062,0,62
1,2,18,2.75,0.002568882,0,0,77.26915111,-11,70
1,2,19,1.516666667,0.002562344,0,0,72.42118987,-23,77
1,2,20,1.5,0.002390802,0,0,75.49640166,-35,85
1,2,21,0.7,0.001819748,0,0,83.69052417,-48,87
1,2,22,1.016666667,0.001943136,0,0,82.35135345,-60,76
1,2,23,0.966666667,0.001976588,0,0,81.46303439,-71,56
1,2,24,0.85,0.002441853,0,0,71.96004468,-78,9
1,3,1,0.466666667,0.002023347,0,0,78.52692004,-74,-47
1,3,2,-1.033333333,0.001953259,0,0,74.0795573,-63,-72
1,3,3,-2.05,0.001812036,0,0,73.11901424,-51,-84
1,3,4,-1.533333333,0.001950073,0,0,72.2063327,-39,-87
1,3,5,-2.283333333,0.001876632,0,0,70.85001145,-26,-79
1,3,6,-2.35,0.001994367,0,0,68.152098,-14,-72
1,3,7,-2.316666667,0.001553912,0,0,77.84442239,-3,-64
1,3,8,-0.916666667,0.001546867,185.0594969,47.57451347,83.41723378,8,-55
1,3,9,2.816666667,0.00156456,681.0874783,66.9269207,97.84603472,17,-45
1,3,10,4.5,0.00150252,817.61741,76.16765701,106.1837985,25,-33
1,3,11,5.783333333,0.001529804,865.1659612,86.18240355,110.8818556,30,-18
1,3,12,6.533333333,0.001491739,871.0926291,92.3586905,114.930427,32,-2
1,3,13,7.3,0.001572592,871.0728253,89.99364371,116.2939381,31,14
1,3,14,8.133333333,0.001531338,835.8565523,82.5929179,120.8138276,27,29
1,3,15,8.183333333,0.001469601,754.0070267,72.62736256,122.4846107,20,42
1,3,16,7.883333333,0.001833667,534.5851936,59.76771486,113.0047402,10,53
1,3,17,6.2,0.002159898,0,3.666666667,99.19179111,0,62
1,3,18,5.016666667,0.002366782,0,0,90.27871244,-11,70
1,3,19,3.9,0.002237962,0,0,88.11590671,-23,77
1,3,20,2.383333333,0.001740664,0,0,92.13542042,-35,85
1,3,21,1.9,0.001854434,0,0,87.73948172,-47,87
1,3,22,0.966666667,0.001936124,0,0,82.29781403,-60,76
1,3,23,0.383333333,0.002011136,0,0,78.44567297,-71,56
1,3,24,-0.216666667,0.001925132,0,0,77.85256347,-78,9
1,4,1,-0.85,0.001979743,0,0,74.24827354,-74,-47
1,4,2,-0.933333333,0.002038169,0,0,72.73437907,-63,-71
1,4,3,-0.916666667,0.00186422,0,0,76.39351579,-51,-84
1,4,4,-0.7,0.00192994,0,0,75.86110264,-39,-87
1,4,5,-0.85,0.00194428,0,0,74.97881368,-26,-79
1,4,6,-1.8,0.001845892,0,0,73.35909271,-14,-72
1,4,7,-2.133333333,0.001833127,0,0,72.34776996,-3,-64
1,4,8,-1.2,0.001929456,5.793435549,29.95858326,73.9249763,8,-55
1,4,9,0.516666667,0.001991529,12.3453847,93.95164567,79.37257744,17,-45
1,4,10,2.4,0.00210143,46.84220286,170.4678018,84.68306724,25,-33
1,4,11,4.516666667,0.002024684,350.7218116,195.786864,94.8702322,30,-18
1,4,12,6.366666667,0.002184979,338.4311373,213.8545878,99.40286036,33,-2
1,4,13,7.75,0.002403324,726.8293615,116.7592145,101.119222,31,14
1,4,14,8.733333333,0.002639838,722.6009757,103.0931946,101.0545701,27,29
1,4,15,8.9,0.002387774,615.3482954,94.87727853,106.3583669,20,42
1,4,16,9.166666667,0.002934254,374.6832617,74.43815586,97.85169391,11,53
1,4,17,6.7,0.002964535,0,3.208333333,86.77182096,0,62
1,4,18,4.983333333,0.002792513,0,0,82.4966643,-11,70
1,4,19,3.55,0.00237805,0,0,84.02338564,-23,77
1,4,20,3.5,0.002758234,0,0,76.97883549,-35,85
1,4,21,3,0.002568168,0,0,78.29666045,-47,87
1,4,22,2.483333333,0.00256562,0,0,76.24850306,-60,76
1,4,23,1.816666667,0.002661376,0,0,71.85742931,-71,56
1,4,24,1.333333333,0.002653585,0,0,70.06096845,-78,10
1,5,1,1.166666667,0.002662976,0,0,69.23046613,-74,-46
1,5,2,0.716666667,0.002697091,0,0,66.84187438,-63,-71
1,5,3,0.183333333,0.002632831,0,0,65.86767768,-51,-84
1,5,4,0.316666667,0.002735916,0,0,64.58114057,-39,-87
1,5,5,-0.633333333,0.002552448,0,0,64.10179663,-26,-80
1,5,6,-1.416666667,0.002341375,0,0,64.9451629,-14,-72
1,5,7,-1.15,0.002422598,0,0,64.46226023,-3,-64
1,5,8,4.05,0.003373542,103.254515,47.69736058,69.10720903,8,-56
1,5,9,7.65,0.003749819,494.1551943,91.15963838,78.46389381,17,-45
1,5,10,9.516666667,0.003299271,675.0464907,100.7338164,93.42250509,25,-33
1,5,11,11.36666667,0.003401756,750.4609181,106.1445823,99.95560904,30,-19
1,5,12,11.96666667,0.002759637,792.8461153,105.4220251,113.1733606,33,-3
1,5,13,12.45,0.002670425,805.9730595,100.3355452,116.9003533,31,14
1,5,14,12.5,0.002858687,770.1217739,94.31440823,113.86392,27,29
1,5,15,12.16666667,0.00270865,651.1014277,89.72063614,114.9570243,20,42
1,5,16,11.83333333,0.003078966,408.387311,72.65473525,107.1949312,11,53
1,5,17,9.95,0.003776966,0,3.208333333,88.01124383,0,62
1,5,18,8.233333333,0.003699696,0,0,81.7104868,-11,70
1,5,19,6.583333333,0.003363086,0,0,79.82869518,-23,77
1,5,20,4.983333333,0.00300836,0,0,78.84722106,-35,85
1,5,21,4.1,0.003233105,0,0,71.5353279,-47,87
1,5,22,4.2,0.003460645,0,0,68.36942737,-59,76
1,5,23,4.85,0.003408458,0,0,71.86486994,-71,56
1,5,24,5.1,0.003577784,0,0,70.2981385,-78,10
1,6,1,4.666666667,0.003470568,0,0,70.1425136,-74,-46
1,6,2,3.7,0.003389784,0,0,67.41717387,-63,-71
1,6,3,3.9,0.003287865,0,0,69.84128145,-51,-84
1,6,4,3.866666667,0.003230162,0,0,70.62392924,-39,-87
1,6,5,3.6,0.003218736,0,0,69.71451465,-26,-80
1,6,6,3.916666667,0.003091252,0,0,73.0772949,-14,-72
1,6,7,4,0.003159926,0,0,72.30181324,-3,-64
1,6,8,4.15,0.003040765,0,0,74.86608202,8,-56
1,6,9,7.083333333,0.003606369,0.720516326,27.58638951,78.19931194,17,-45
1,6,10,11.6,0.004984006,1.177803492,52.31285222,78.7151576,25,-33
1,6,11,13.36666667,0.005602854,7.854602736,154.5505261,78.95800222,30,-19
1,6,12,14.9,0.005770521,41.95337891,222.6160988,83.9636283,33,-3
1,6,13,14.86666667,0.006604444,3.149582319,109.5105219,74.22829244,32,14
1,6,14,13.25,0.006989412,0.500697096,38.66552705,62.62423313,27,29
1,6,15,11.78333333,0.007729113,0.284351785,22.12603633,48.2562277,20,42
1,6,16,11.96666667,0.008176721,0.220590737,11.06875198,44.5603971,11,53
1,6,17,11.33333333,0.008090499,0,0,42.596402,1,62
1,6,18,9.183333333,0.006266584,0,0,52.59007802,-11,70
1,6,19,8.933333333,0.005018535,0,0,66.55633368,-23,77
1,6,20,8.266666667,0.003369206,0,0,86.90850337,-35,85
1,6,21,7.333333333,0.002716009,0,0,93.70693877,-47,87
1,6,22,6.533333333,0.002570229,0,0,92.89797013,-59,76
1,6,23,5.766666667,0.002493986,0,0,91.05485459,-71,56
1,6,24,4.966666667,0.002197134,0,0,93.30960656,-78,11
1,7,1,4.55,0.002186089,0,0,91.79878434,-74,-45
1,7,2,4.283333333,0.002196737,0,0,90.490779,-63,-70
1,7,3,3.6,0.001946781,0,0,92.69681555,-51,-83
1,7,4,2.95,0.001812424,0,0,92.8759047,-39,-88
1,7,5,2.483333333,0.001843312,0,0,90.32564175,-26,-80
1,7,6,2.05,0.001830767,0,0,88.84559323,-15,-72
1,7,7,1.9,0.001767937,0,0,89.59483676,-3,-65
1,7,8,2.483333333,0.001753141,81.44457308,47.14911499,92.2668166,8,-56
1,7,9,3.566666667,0.001698756,13.7803439,96.33264744,97.86617357,17,-46
1,7,10,5,0.001771333,8.604862793,129.9289356,102.1824259,25,-33
1,7,11,6.166666667,0.001687721,12.52456905,171.7295037,108.894064,31,-19
1,7,12,7.55,0.001728122,25.51874619,208.9011748,113.862718,33,-3
1,7,13,8.933333333,0.001828423,18.07507048,193.5547088,117.6397472,32,14
1,7,14,8.616666667,0.001789553,398.6632592,173.9867684,117.1045043,27,29
1,7,15,9.65,0.00184513,789.7657128,69.69253441,120.4003165,20,42
1,7,16,9.233333333,0.002009932,612.7502704,55.67431731,115.1593943,11,53
1,7,17,6.883333333,0.001834719,0,4.125,108.7214179,1,62
1,7,18,5.6,0.001678705,0,0,106.7187485,-11,70
1,7,19,4.633333333,0.001726415,0,0,101.6431823,-22,77
1,7,20,3.866666667,0.001834604,0,0,96.14394743,-35,85
1,7,21,3.316666667,0.001860245,0,0,93.34969514,-47,87
1,7,22,2.933333333,0.001810276,0,0,92.85426836,-59,75
1,7,23,2.566666667,0.001808951,0,0,91.39652305,-70,56
1,7,24,2.316666667,0.001910616,0,0,88.23480255,-78,11
1,8,1,2.35,0.001959855,0,0,87.34791567,-74,-45
1,8,2,2.683333333,0.001504082,0,0,98.7159396,-63,-70
1,8,3,3.016666667,0.001633773,0,0,97.07742099,-51,-83
1,8,4,3.566666667,0.001698756,0,0,97.86617357,-39,-88
1,8,5,1.766666667,0.001537021,0,0,94.25003318,-27,-80
1,8,6,0.466666667,0.001360422,0,0,93.31465153,-15,-73
1,8,7,0.6,0.00129498,0,0,95.48356673,-3,-65
1,8,8,1.8,0.001369137,152.190521,48.14150255,98.40897384,8,-56
1,8,9,4.533333333,0.001506039,647.4211545,71.75250773,106.2386215,17,-46
1,8,10,7.6,0.001798461,801.6133924,79.26911626,112.5469471,25,-33
1,8,11,8.716666667,0.001871255,855.7896183,88.29431002,115.7933141,31,-19
1,8,12,9.683333333,0.001700932,877.1477047,93.30663915,123.672665,33,-3
1,8,13,10.65,0.001656679,866.2356727,92.22056169,128.9015291,32,13
1,8,14,11.2,0.001964858,842.9489892,83.76857318,124.7182049,27,29
1,8,15,11.05,0.002107983,733.9475455,78.42298533,121.1592411,20,42
1,8,16,9.5,0.002266535,505.5725493,66.80536555,111.2562762,11,53
1,8,17,7.533333333,0.00198269,0,4.125,108.3943878,1,62
1,8,18,6.2,0.001925672,0,0,103.9214767,-10,70
1,8,19,5.1,0.00194643,0,0,98.89035447,-22,78
1,8,20,4.533333333,0.001974915,0,0,95.95452396,-34,85
1,8,21,3.85,0.002031195,0,0,91.99382978,-47,87
1,8,22,3.483333333,0.001833943,0,0,94.58860799,-59,75
1,8,23,3.216666667,0.001752104,0,0,95.26503626,-70,56
1,8,24,3.266666667,0.001615393,0,0,98.51147626,-77,11
1,9,1,2.95,0.001346694,0,0,103.6077841,-74,-44
1,9,2,1.683333333,0.001357719,0,0,98.22384213,-63,-70
1,9,3,0.033333333,0.001355996,0,0,91.71529673,-51,-83
1,9,4,-0.416666667,0.001312214,0,0,91.04448134,-39,-88
1,9,5,-0.916666667,0.001124231,0,0,94.01909846,-27,-80
1,9,6,-1.766666667,0.001122175,0,0,90.78095747,-15,-73
1,9,7,-1,0.001117379,0,0,93.88192325,-3,-65
1,9,8,3.066666667,0.001545664,149.8706651,48.32693354,99.29910715,8,-56
1,9,9,5.233333333,0.001417669,682.6300037,67.42420409,111.2539503,17,-46
1,9,10,7.2,0.001624467,808.2905028,78.49557528,114.683493,25,-34
1,9,11,8.833333333,0.001816068,859.0240019,88.19563324,117.4709616,31,-19
1,9,12,9.816666667,0.001791103,878.7952717,93.53669177,122.2850378,33,-3
1,9,13,10.48333333,0.001873066,873.7685291,91.93545797,123.4625717,32,13
1,9,14,11.06666667,0.002110327,843.4291302,84.17909381,121.1865406,28,29
1,9,15,10.38333333,0.001782819,749.0912477,76.71795702,124.9492608,20,42
1,9,16,9.4,0.001814276,536.1202977,64.80112988,119.9688972,11,53
1,9,17,7.8,0.001823249,0,4.572026683,112.8702929,1,62
1,9,18,6.65,0.001805433,0,0,108.3603552,-10,70
1,9,19,6,0.001841429,0,0,104.8525567,-22,78
1,9,20,5.05,0.001777538,0,0,102.2556774,-34,85
1,9,21,3.733333333,0.001718895,0,0,98.10352915,-47,86
1,9,22,2.683333333,0.001732608,0,0,93.52500302,-59,75
1,9,23,1.966666667,0.001559232,0,0,94.53733512,-70,56
1,9,24,0.7,0.001581786,0,0,88.9620931,-77,12
1,10,1,0.066666667,0.001548551,0,0,87.22781575,-74,-43
1,10,2,-0.083333333,0.001381953,0,0,90.61548611,-63,-69
1,10,3,-0.6,0.001366829,0,0,88.96369888,-51,-83
1,10,4,-1.016666667,0.001220844,0,0,91.05004584,-39,-88
1,10,5,-1.166666667,0.001276604,0,0,89.0247316,-27,-80
1,10,6,-2.116666667,0.001254627,0,0,85.91972785,-15,-73
1,10,7,-2.316666667,0.001236157,0,0,85.63047435,-3,-65
1,10,8,-1.066666667,0.00128602,146.8529532,48.56932389,89.17283588,8,-56
1,10,9,2,0.001258437,657.1354183,70.91254873,102.0038902,17,-46
1,10,10,6.233333333,0.00140254,814.3500407,77.85793278,115.8082119,25,-34
1,10,11,8.8,0.001602355,861.8756873,88.1775035,122.0487419,31,-19
1,10,12,9.616666667,0.00147192,874.0977002,94.240835,128.6362548,33,-3
1,10,13,10.08333333,0.001290542,867.9571639,92.87949936,135.139355,32,13
1,10,14,10.56666667,0.001411587,834.9334058,85.83655609,134.2542125,28,29
1,10,15,10.66666667,0.001421052,790.4593018,71.28012217,134.465432,21,42
1,10,16,10.15,0.00160213,619.1902532,57.47251448,127.9357225,12,53
1,10,17,8.45,0.001632926,0,5.060812778,119.8434039,1,62
1,10,18,5.95,0.001490154,0,0,112.5126255,-10,70
1,10,19,4.833333333,0.001538047,0,0,106.7309127,-22,78
1,10,20,4.516666667,0.001816417,0,0,99.20857971,-34,85
1,10,21,3.55,0.001745368,0,0,96.77248786,-47,86
1,10,22,2.383333333,0.001740664,0,0,92.13542042,-59,75
1,10,23,1.083333333,0.00174856,0,0,86.75162498,-70,56
1,10,24,0.7,0.001899109,0,0,82.01070014,-77,12
1,11,1,0.133333333,0.001860617,0,0,80.58188604,-73,-43
1,11,2,-0.083333333,0.001868963,0,0,79.55304906,-63,-69
1,11,3,-0.166666667,0.001857635,0,0,79.46524421,-51,-82
1,11,4,-0.583333333,0.00194651,0,0,75.9733163,-39,-88
1,11,5,-1.233333333,0.001855782,0,0,75.34120157,-27,-81
1,11,6,-1.45,0.00186031,0,0,74.40560918,-15,-73
1,11,7,-1.766666667,0.002115697,0,0,67.95313768,-3,-65
1,11,8,-0.5,0.001776569,143.1208235,48.87097997,79.89492621,8,-56
1,11,9,2.016666667,0.001782789,630.657788,74.62735933,89.74187891,17,-46
1,11,10,5.633333333,0.001963923,762.6261056,86.34888848,100.7531757,25,-34
1,11,11,7.866666667,0.00202846,779.1852221,102.1239455,108.8870295,31,-19
1,11,12,8.85,0.002449951,825.8596321,101.2794801,104.9895779,33,-3
1,11,13,9.733333333,0.002899451,799.0428143,104.3350938,100.9066009,32,13
1,11,14,10.51666667,0.003371462,712.358023,109.2653306,96.66766503,28,29
1,11,15,11.05,0.003575746,660.9160376,92.3830686,95.87216903,21,42
1,11,16,10.98333333,0.003234542,489.0268877,71.3810569,100.8954806,12,53
1,11,17,9.75,0.002977497,0,6.988830618,99.6687435,1,62
1,11,18,8.583333333,0.00288938,0,0,96.0833876,-10,70
1,11,19,7.45,0.002482168,0,0,98.38402165,-22,78
1,11,20,6.616666667,0.00246437,0,0,95.17270692,-34,85
1,11,21,5.216666667,0.002345372,0,0,91.5124755,-46,86
1,11,22,4.1,0.00262434,0,0,81.7897337,-59,75
1,11,23,5.233333333,0.003171389,0,0,77.21760569,-70,56
1,11,24,4.85,0.002552846,0,0,86.16732456,-77,12
1,12,1,3.816666667,0.00252267,0,0,82.45227665,-73,-42
1,12,2,3.05,0.002154119,0,0,86.27509543,-63,-69
1,12,3,2.183333333,0.002245835,0,0,80.98406956,-51,-82
1,12,4,1.683333333,0.002166672,0,0,80.51239172,-39,-89
1,12,5,1.216666667,0.002218713,0,0,77.63396783,-27,-81
1,12,6,1.75,0.002091419,0,0,82.26719329,-15,-73
1,12,7,2.333333333,0.002046791,0,0,85.50841112,-3,-65
1,12,8,2.8,0.001885414,166.9754989,49.01990067,90.71771301,8,-57
1,12,9,4.7,0.001787218,702.4197996,65.63764557,100.5947116,17,-46
1,12,10,5.866666667,0.001652964,824.6067981,76.97503678,108.4109443,25,-34
1,12,11,6.8,0.001824212,866.4632126,88.36033898,108.5926252,31,-20
1,12,12,8,0.001980785,876.2568526,94.84746733,110.4300185,33,-3
1,12,13,8.75,0.001875494,875.1515516,93.13599098,115.8480151,32,13
1,12,14,9,0.00190756,859.7208579,83.71673201,116.2574466,28,28
1,12,15,8.75,0.002014869,789.5154755,72.59510228,112.9639289,21,42
1,12,16,8.283333333,0.002019446,621.2769283,58.93085378,110.8583613,12,53
1,12,17,6.716666667,0.00211708,0,6.170148181,102.2160622,1,62
1,12,18,5.316666667,0.001976112,0,0,99.18065867,-10,70
1,12,19,4.333333333,0.001998755,0,0,94.6409509,-22,78
1,12,20,3.35,0.001960572,0,0,91.39077866,-34,85
1,12,21,3.733333333,0.00211312,0,0,89.87374856,-46,86
1,12,22,4.366666667,0.002158093,0,0,91.58963142,-58,75
1,12,23,3.7,0.002058956,0,0,90.81901654,-70,56
1,12,24,2.4,0.001832372,0,0,90.22191817,-77,13
1,13,1,1.15,0.001593137,0,0,90.48990723,-73,-42
1,13,2,0.516666667,0.001482674,0,0,90.5492071,-63,-68
1,13,3,0.05,0.001433241,0,0,89.89076325,-51,-82
1,13,4,-0.483333333,0.001451268,0,0,87.36434275,-39,-89
1,13,5,-0.516666667,0.001484014,0,0,86.453067,-27,-81
1,13,6,-0.65,0.001361836,0,0,88.89191332,-15,-74
1,13,7,-0.583333333,0.001657369,0,0,82.19591781,-3,-66
1,13,8,1.1,0.001791496,160.9536829,49.51088211,85.88631023,8,-57
1,13,9,5.233333333,0.002293297,655.0755922,72.06240075,92.56767981,17,-47
1,13,10,7.766666667,0.002275535,785.0837981,83.24951896,103.5993168,26,-34
1,13,11,9.266666667,0.002447838,829.7956565,93.60629983,106.8358606,31,-20
1,13,12,10.36666667,0.00209158,857.6726579,97.1848663,118.4694079,34,-3
1,13,13,10.86666667,0.002002009,868.8505289,94.15506945,122.4806271,33,13
1,13,14,11.35,0.002150518,834.4431487,87.46960013,121.6496176,28,28
1,13,15,11.75,0.002293663,748.5523224,79.36349453,120.6615884,21,42
1,13,16,11.13333333,0.002447118,545.0172299,67.69736271,115.0448313,12,53
1,13,17,9.183333333,0.002434071,0,10.89527632,106.7277181,2,62
1,13,18,7.033333333,0.002163804,0,0,102.6368752,-10,70
1,13,19,5.516666667,0.002171439,0,0,96.10122271,-22,78
1,13,20,4.916666667,0.002189455,0,0,93.25162279,-34,86
1,13,21,4.266666667,0.002296591,0,0,88.50103289,-46,86
1,13,22,2.666666667,0.00214183,0,0,84.96137428,-58,75
1,13,23,1.983333333,0.001865552,0,0,87.83901998,-69,55
1,13,24,1.883333333,0.001981854,0,0,85.01723719,-77,13
1,14,1,0.85,0.001959975,0,0,81.34125152,-73,-41
1,14,2,0.5,0.002067385,0,0,77.77040245,-63,-68
1,14,3,-0.283333333,0.001804934,0,0,80.13159707,-51,-81
1,14,4,-0.633333333,0.001975422,0,0,75.18221757,-39,-89
1,14,5,-1.2,0.001929456,0,0,73.9249763,-27,-81
1,14,6,-1.25,0.001922366,0,0,73.87837957,-15,-74
1,14,7,-1.316666667,0.001947216,0,0,73.10432624,-3,-66
1,14,8,-0.466666667,0.002072636,127.7576793,50.13586638,73.86227618,8,-57
1,14,9,2.483333333,0.002159116,566.2707193,84.27847516,83.87971512,18,-47
1,14,10,5.133333333,0.002222907,741.7528928,91.09159896,93.50224684,26,-34
1,14,11,7.033333333,0.002287905,796.7220634,99.89920483,100.2380018,31,-20
1,14,12,8.35,0.002435955,805.3211723,106.5408398,103.0893802,34,-4
1,14,13,9.083333333,0.002489032,668.0012417,136.6221058,105.2839963,33,13
1,14,14,9.433333333,0.00276812,101.922628,216.260393,101.8445798,28,28
1,14,15,9.866666667,0.003076408,93.49101447,166.2661943,98.54256546,21,42
1,14,16,9.65,0.003701239,3.963924076,51.92485509,87.82486805,12,53
1,14,17,9.3,0.003978369,0,10.90911464,82.23686152,2,62
1,14,18,9.016666667,0.004402794,0,0,75.05409255,-10,70
1,14,19,8.266666667,0.003979543,0,0,77.75079403,-21,78
1,14,20,7.95,0.003230744,0,0,87.7411328,-34,86
1,14,21,7.683333333,0.003302403,0,0,85.45915212,-46,86
1,14,22,7.416666667,0.003562173,0,0,80.28855432,-58,74
1,14,23,6.966666667,0.003391399,0,0,81.00839079,-69,55
1,14,24,6.533333333,0.003050756,0,0,84.63649967,-77,13
1,15,1,6.15,0.003029277,0,0,83.37582344,-73,-41
1,15,2,6.183333333,0.003094977,0,0,82.43550918,-63,-67
1,15,3,5.9,0.002977092,0,0,83.19274118,-51,-81
1,15,4,5.533333333,0.002677807,0,0,86.78497485,-39,-89
1,15,5,5.4,0.002653006,0,0,86.6660073,-27,-81
1,15,6,5.366666667,0.002813014,0,0,83.73910188,-15,-74
1,15,7,5.3,0.002910255,0,0,81.8060791,-3,-66
1,15,8,5.35,0.002865087,1.072307639,13.77214797,82.77973381,8,-57
1,15,9,5.483333333,0.00289189,0.970925325,33.06672878,82.88114041,18,-47
1,15,10,5.516666667,0.004020688,1.107237912,52.32699483,65.50389012,26,-35
1,15,11,4.933333333,0.004399528,0.741661461,52.40884277,57.77510321,31,-20
1,15,12,4.433333333,0.004612589,0.566135995,49.69463005,52.82686151,34,-4
1,15,13,4.183333333,0.004737053,0.30572893,35.94904022,50.14600691,33,13
1,15,14,4.016666667,0.004681488,0.057477206,13.86186106,50.19446725,29,28
1,15,15,3.7,0.004627103,0,0,49.61812815,21,42
1,15,16,3.416666667,0.00458343,0,0,49.04309665,12,53
1,15,17,3.483333333,0.004605225,0,0,49.02382589,2,62
1,15,18,4.016666667,0.004681488,0,0,50.19446725,-9,70
1,15,19,4.533333333,0.004855658,0,0,50.0374922,-21,78
1,15,20,4.55,0.004861372,0,0,50.03209584,-33,86
1,15,21,4.2,0.004639888,0,0,51.50101162,-46,86
1,15,22,4.016666667,0.00458007,0,0,51.54570127,-58,74
1,15,23,4.2,0.004794031,0,0,49.46654893,-69,55
1,15,24,4.4,0.004341417,0,0,56.36545738,-76,13
1,16,1,3.816666667,0.004066082,0,0,57.82058944,-73,-40
1,16,2,6.583333333,0.00439123,0,0,64.79769466,-63,-67
1,16,3,6.633333333,0.004224162,0,0,67.3187092,-51,-81
1,16,4,6.133333333,0.003845441,0,0,70.62577986,-39,-90
1,16,5,6.066666667,0.003536028,0,0,74.97463692,-27,-82
1,16,6,4.733333333,0.003062142,0,0,76.92204296,-15,-74
1,16,7,3.833333333,0.002674851,0,0,79.80059548,-3,-66
1,16,8,4.15,0.002430236,138.893332,51.35504838,85.51438407,8,-57
1,16,9,5.483333333,0.002612656,585.4869852,82.68071848,87.73015838,18,-47
1,16,10,8.55,0.002813881,737.219318,92.80435056,97.22689463,26,-35
1,16,11,10.63333333,0.003000926,817.5160049,96.96482704,103.1566477,32,-20
1,16,12,11.28333333,0.002968393,844.8905638,100.3849569,106.5754835,34,-4
1,16,13,11.88333333,0.002572201,598.2613313,156.1516644,116.1080833,33,13
1,16,14,12.38333333,0.002302894,885.1576943,83.89898937,123.3220116,29,28
1,16,15,11.68333333,0.002623272,92.24236897,168.9347976,114.302267,22,42
1,16,16,11.38333333,0.003656186,22.27893735,86.73844639,96.13569461,13,53
1,16,17,10.8,0.003355749,0,0,98.1640704,2,62
1,16,18,10.08333333,0.004041211,0,0,84.75652729,-9,71
1,16,19,9.383333333,0.003708196,0,0,86.55866093,-21,78
1,16,20,8.5,0.00397451,0,0,78.8281355,-33,86
1,16,21,8.016666667,0.003845321,0,0,78.62585677,-46,85
1,16,22,8.05,0.004389462,0,0,71.06678296,-58,74
1,16,23,7.416666667,0.004908529,0,0,61.45362629,-69,55
1,16,24,6.233333333,0.004877488,0,0,56.84368564,-76,13
1,17,1,5.583333333,0.004717817,0,0,56.20681211,-73,-39
1,17,2,4.333333333,0.00458013,0,0,52.84840403,-63,-67
1,17,3,3.016666667,0.004218543,0,0,52.40413822,-51,-80
1,17,4,2.6,0.004094752,0,0,52.45706019,-39,-90
1,17,5,2.916666667,0.004329122,0,0,50.4629675,-27,-82
1,17,6,2.633333333,0.004196362,0,0,51.15948351,-14,-74
1,17,7,2.933333333,0.004099717,0,0,53.73795872,-3,-66
1,17,8,8.35,0.004959539,130.7682469,52.05385637,64.79383797,8,-58
