L_H_d_t_i[0],L_H_d_t_i[1],L_H_d_t_i[2],L_H_d_t_i[3],L_H_d_t_i[4],L_H_d_t_i[5],L_H_d_t_i[6],L_H_d_t_i[7],L_H_d_t_i[8],L_H_d_t_i[9],L_H_d_t_i[10],L_H_d_t_i[11],L_CS_d_t_i[0],L_CS_d_t_i[1],L_CS_d_t_i[2],L_CS_d_t_i[3],L_CS_d_t_i[4],L_CS_d_t_i[5],L_CS_d_t_i[6],L_CS_d_t_i[7],L_CS_d_t_i[8],L_CS_d_t_i[9],L_CS_d_t_i[10],L_CS_d_t_i[11],L_CL_d_t_i[0],L_CL_d_t_i[1],L_CL_d_t_i[2],L_CL_d_t_i[3],L_CL_d_t_i[4],L_CL_d_t_i[5],L_CL_d_t_i[6],L_CL_d_t_i[7],L_CL_d_t_i[8],L_CL_d_t_i[9],L_CL_d_t_i[10],L_CL_d_t_i[11]
0,1.603772,1.141957,0.926992,1.131518,0.191538,0,0,0,1.412707,0.173156,0.060361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.265216,2.721104,0,0,0.485088,0,0,0,2.220345,0.154846,0.1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.437418,2.932374,2.38726,0,0,0,0,0,0.766393,1.440781,0.088159,0.234815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.624567,2.414649,1.892085,0,0,0,0,0,1.03532,1.090117,0.410281,0.205382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.120366,1.262128,0.359892,0.387812,0.581415,0.029803,0,0,2.085161,0.535751,0.258956,0.107914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.823708,1.613753,0.412396,0.5512,0.795418,0.158909,0,0,0.433225,0.663438,0.352218,0.137336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.9811,1.669724,0.433686,0.60345,0.853116,0.174505,0,0.043313,0.489407,0.677902,0.371377,0.140819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.079094,1.719672,0.437051,0.619385,0.878225,0.186808,0,0.07169,0.529298,0.689678,0.390959,0.146141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.974797,1.656104,0.425478,0.601031,0.849651,0.182232,0,0.079515,0.520657,0.661755,0.378882,0.140696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.016311,1.67798,0.432357,0.609377,0.861113,0.186059,0,0.085124,0.534903,0.668566,0.385857,0.142754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.906863,1.614947,0.421131,0.589903,0.831458,0.179333,0,0.083818,0.518443,0.643123,0.371739,0.137242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.490567,1.343069,0.629699,0.489817,0.68858,0.149179,0,0.016705,0.394242,0.538026,0.312975,0.115541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.132751,1.866371,1.348236,1.121546,1.393337,0.187511,0,0,0.187098,0.77023,0.446507,0.161212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.55411,1.987093,1.600926,1.095258,1.303073,0.25918,0,0,0.20241,1.075206,0.552755,0.20439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.10253,2.959175,0,1.193005,1.634747,0.350028,0,0,0.018954,1.485123,0.704474,0.264765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.124584,1.86098,1.255077,0.979487,1.268962,0.215491,0,0,0.215742,0.938608,0.435991,0.155077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.605513,1.786482,1.296456,0.931821,1.206512,0.192922,0,0,0.507374,0.91424,0.38466,0.13162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.311372,1.71485,1.281893,0.886089,1.158276,0.17779,0,0,0.526125,0.901158,0.347493,0.116953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.445171,2.156918,1.641848,1.119316,1.473999,0.214557,0,0,0.431278,1.157297,0.421041,0.143775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.557239,1.134358,0.845022,0.558793,0.757897,0.117312,0,0,0.346066,0.624014,0.223893,0.077805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.10301,0.978975,0.579822,0.260039,0.490477,0.262242,0,0,0.367577,1.002645,0.255187,0.179226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.343356,0.795473,0.521989,0.767257,0.371991,0,0,0,1.173632,0.280085,0.279416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.210111,0.88616,0.64199,1.139708,0.203699,0,0.028842,0.129946,0.782667,0.360301,0.164175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.533568,0.848019,0.67763,0.566166,0.328619,0.101904,0,0.007964,0.113804,0.403653,0.200768,0.082306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.667644,0.963276,0.769608,0.644112,0.628744,0.109239,0,0,0.143928,0.434263,0.229409,0.087776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.177304,1.950947,1.542338,0.197455,1.561664,0.156786,0,0.020674,0.19232,0.865138,0.447191,0.170983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.948529,1.48071,1.175559,0.776954,0.610898,0,0,0,1.08005,0.651726,0.333436,0.127739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.886883,1.973905,1.549802,0.060792,0.467406,0,0,0,0.600185,0.862338,0.428224,0.169667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.382651,1.228781,0.721693,0.181565,0.575013,0.046423,0,0,2.095214,0.53027,0.268825,0.104766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.843716,1.601733,0.626059,0.670253,0.907174,0.151606,0,0,0.424332,0.675936,0.35887,0.135519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.895269,1.588237,0.597762,0.689897,0.916201,0.161579,0,0.052182,0.461862,0.662016,0.361844,0.134353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.105875,1.679611,0.641971,0.750279,0.985125,0.174914,0,0.078078,0.504514,0.698436,0.383889,0.14131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.063179,1.651771,0.630917,0.738402,0.969572,0.175557,0,0.086363,0.507488,0.683346,0.382291,0.139914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.09369,1.667979,0.635094,0.74266,0.976736,0.179528,0,0.091492,0.519637,0.687576,0.389541,0.142067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.211231,1.730935,0.658655,0.769352,1.012173,0.187225,0,0.096733,0.542917,0.71286,0.405502,0.147617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.868976,1.394377,0.758981,0.617775,0.811694,0.151061,0,0.034536,0.436297,0.576972,0.330003,0.120127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.57576,1.819946,1.34854,1.132724,1.386514,0.190883,0,0,0.265416,0.766091,0.445107,0.159018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.830567,1.775645,1.364826,1.124037,1.366752,0.190598,0,0,0.25666,0.7705,0.439165,0.15485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.102847,2.317035,0,1.146926,1.494694,0.249827,0,0,0.204997,1.020529,0.555219,0.199526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.255469,1.545946,1.08028,0.908155,1.135725,0.164402,0,0,0.261509,0.696357,0.367167,0.12779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.44422,0.88317,0.646861,0.505403,0.635101,0.093649,0,0.020034,0.25972,0.405587,0.205901,0.069953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.371604,0.627656,0.470329,0.359787,0.451521,0.064555,0,0.014208,0.195016,0.294312,0.139682,0.04693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.277338,0.331609,0.253036,0.199125,0.246656,0.032701,0,0,0.077089,0.153218,0.071574,0.024455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.505298,0.303996,0.231435,0.186307,0.229407,0.030345,0,0.008364,0.091159,0.134487,0.066967,0.023033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.509429,0.294969,0.223706,0.18168,0.223243,0.029963,0,0.010483,0.091906,0.127332,0.066429,0.02286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.364858,0.334908,0.255322,0.208607,0.256821,0.035039,0,0.009166,0.069572,0.142627,0.077921,0.027158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.342633,0.439618,0.339011,0.280111,0.343535,0.046689,0,0.013408,0.085726,0.18635,0.103963,0.036556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.497609,0.515058,0.399849,0.327895,0.225875,0.05538,0,0.00982,0.095834,0.218721,0.120563,0.043398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.843616,0.674497,0.526007,0.43111,0.425298,0.07349,0,0.003286,0.121718,0.287253,0.160548,0.057577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.179758,1.610164,1.247244,0.150927,1.232342,0.132267,0,0.01851,0.190144,0.689789,0.375566,0.138489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.691714,1.283366,1.000163,0.629209,0.470175,0,0,0,0.883995,0.552069,0.293542,0.110567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.243006,1.563962,1.20347,0,0.223485,0,0,0,0.400317,0.670497,0.341491,0.13537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.985796,1.051673,0.563755,0.02733,0.403669,0,0,0,1.718429,0.445438,0.228924,0.090187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.077489,1.228072,0.346848,0.404785,0.598051,0.116208,0,0,0.332836,0.505976,0.272386,0.10415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.161705,1.236063,0.310214,0.423648,0.61051,0.127583,0,0.020954,0.373393,0.501674,0.275631,0.103824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.363422,1.328664,0.326361,0.466883,0.66436,0.141317,0,0.048814,0.417591,0.536718,0.295116,0.110355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.46172,1.383535,0.316267,0.472483,0.679993,0.151368,0,0.061828,0.448308,0.553453,0.310624,0.115621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.722216,1.523025,0.347929,0.523332,0.7505,0.166912,0,0.072722,0.496878,0.609121,0.33981,0.126355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.720843,1.517958,0.349541,0.525416,0.750854,0.166178,0,0.074446,0.496677,0.607016,0.337316,0.125356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.479708,1.344219,0.596834,0.457383,0.655738,0.147686,0,0.009371,0.395837,0.540224,0.302792,0.112607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.791831,1.854959,1.310055,1.07234,1.348972,0.182076,0,0,0.149049,0.760538,0.438743,0.159037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.261194,1.906987,1.420556,1.136427,1.411546,0.201467,0,0,0.175987,0.817624,0.452768,0.161445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.315227,2.626102,0,1.079592,1.503606,0.27819,0,0,0.027304,1.152749,0.585687,0.215544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.174612,1.748266,1.126902,0.936874,1.214033,0.182413,0,0,0.213258,0.787075,0.384589,0.134779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.362093,1.572371,1.095719,0.821534,1.066084,0.160985,0,0,0.457454,0.729078,0.33094,0.11214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.89001,1.079779,0.777124,0.549658,0.722718,0.110169,0,0,0.343195,0.52115,0.218769,0.073029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.19759,1.151583,0.843801,0.591593,0.779218,0.113145,0,0,0.241232,0.563635,0.223548,0.075457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.41067,0.292603,0.21163,0.151866,0.199133,0.028733,0,0,0.09056,0.137511,0.056522,0.019173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.490454,0.322752,0.232033,0.171953,0.223888,0.032362,0,0.00085,0.10494,0.144922,0.064497,0.022149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.217747,0.385504,0.280422,0.215278,0.278758,0.040402,0,0,0.060481,0.167154,0.081983,0.029071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09305,0.452444,0.338955,0.27029,0.342949,0.048184,0,0.00232,0.066498,0.189921,0.099918,0.03587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.236838,0.550532,0.417384,0.331125,0.152923,0.059883,0,0,0.077303,0.229913,0.121211,0.044888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.233463,0.570702,0.437262,0.350898,0.322212,0.062115,0,0,0.079112,0.240094,0.127659,0.046883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.052794,0.801874,0,0.788976,0.077717,0,0,0.068121,0.446452,0.229882,0.087384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.23508,0.902856,0.697574,0.409429,0.253438,0,0,0,0.563312,0.387539,0.191501,0.07447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.835007,1.225224,0.939565,0,0.094285,0,0,0,0.261839,0.527392,0.245751,0.100938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.818766,1.010669,0.508827,0,0.337678,0,0,0,1.624329,0.424705,0.211618,0.085409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.781921,1.046403,0.286373,0.348225,0.510954,0.093495,0,0,0.273219,0.433494,0.220068,0.085448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.813841,1.044498,0.235381,0.342116,0.502899,0.107338,0,0.011926,0.315472,0.419723,0.231146,0.08766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.83613,1.039516,0.23245,0.350596,0.508163,0.111352,0,0.036236,0.329073,0.414976,0.231426,0.086882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.809815,1.011051,0.241337,0.356489,0.506985,0.109016,0,0.044692,0.323902,0.404573,0.224065,0.083675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.28054,1.280566,0.287355,0.435862,0.629581,0.142106,0,0.062192,0.421337,0.506687,0.290035,0.107739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.234757,1.261201,0.265519,0.414898,0.608003,0.142412,0,0.063612,0.422476,0.494571,0.289037,0.107114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.710085,1.039366,0.473726,0.369091,0.521356,0.113477,0,0.00952,0.307552,0.416775,0.234059,0.086995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.781898,1.416985,1.014675,0.84374,1.04985,0.139485,0,0,0.135918,0.58336,0.332444,0.120444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.846753,1.988068,1.551367,1.130574,1.365845,0.238336,0,0,0.201751,0.987851,0.515608,0.188246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.413209,3.436496,0,1.163975,1.662635,0.431234,0,0,0,1.902383,0.827863,0.321406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.749311,1.606639,1.065777,0.507872,0.678884,0.349642,0,0,0.109579,1.65602,0.545451,0.229626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.355362,0.939198,0.750952,0,0.187058,0.394822,0,0,0.170004,1.892262,0.176873,0.202269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.609469,0.342823,0.255368,0.108212,0.172866,0.076994,0,0,0.057896,0.438744,0.038759,0.022867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.448373,0.345139,0.140058,0.23068,0.081789,0,0,0,0.582781,0.044869,0.016312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.259131,0.356542,0.263461,0.052363,0.152917,0.083725,0,0,0.079011,0.51657,0.045329,0.016151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.517694,0.100898,0.0855,0.060951,0.01362,0.024718,0,0,0,0.103681,0.007586,0.017753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.967727,0.269612,0.252147,0.200866,0.211775,0.037437,0,0,0.007739,0.153683,0.051173,0.02944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.090732,0.925134,0.756985,0.101952,0.774517,0.081898,0,0.012231,0.07002,0.434032,0.208206,0.086692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.49028,0.710367,0.572896,0.382728,0.311604,0,0,0,0.530278,0.319115,0.161463,0.063668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.880828,0.908772,0.717345,0.036034,0.226817,0,0,0,0.278061,0.397317,0.203357,0.081069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.727786,0.635138,0.377035,0.102317,0.30401,0.033111,0,0,1.072403,0.272986,0.142224,0.055389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.278464,0.721952,0.285309,0.302029,0.410345,0.070957,0,0,0.195032,0.301624,0.166143,0.062546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.307029,0.721595,0.269618,0.308959,0.413743,0.075932,0,0.02678,0.214529,0.296415,0.169219,0.06258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.336892,0.730138,0.270641,0.316666,0.421337,0.078813,0,0.036016,0.225457,0.297849,0.172253,0.063137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.378384,0.755097,0.268507,0.31893,0.428595,0.083994,0,0.041314,0.241036,0.304312,0.181657,0.066174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.65039,0.903824,0.316382,0.378535,0.509866,0.101291,0,0.05124,0.292234,0.36286,0.21781,0.079166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.631586,0.893195,0.309839,0.372551,0.502183,0.100264,0,0.051306,0.290764,0.357723,0.214929,0.07806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.039564,0.748848,0.399185,0.32386,0.429194,0.082131,0,0.018557,0.235229,0.304376,0.17821,0.064844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.943238,1.082485,0.799727,0.674742,0.825612,0.114143,0,0,0.161934,0.450055,0.264426,0.094437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.157723,1.238502,1.071775,0.643749,0.720712,0.19697,0,0,0.19691,0.786959,0.40616,0.15334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.83182,0,0.156803,0.328409,0.704226,0,0,0,2.673963,0.854254,0.492125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.725364,0.582373,0,0.024405,0.481146,0,0,0,1.780637,0.196224,0.270652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
